ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott157601	6	29	17	6	4	tree_ot_2143@tree1.tre,tree_pg_2692@tree6245.tre,tree_ot_827@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2019@tree14.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre
ott159836	6	7	9	3	1	tree_pg_2869@tree6661.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott160486	6	20	15	3	4	tree_ot_137@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott164174	2	4	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott165616	4	5	3	1	5	tree_ot_161@tree1.tre	tree_ot_2145@tree2.tre,tree_pg_1979@tree6300.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott167343	2	2	0	0	6		tree_ot_2082@tree1.tre,tree_ot_2143@tree1.tre,tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott168297	7	28	22	4	2	tree_ot_2141@tree1.tre,tree_ot_873@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_531@tree1.tre,TAXONOMY
ott173080	2	3	0	0	3		tree_ot_121@tree7.tre,tree_ot_809@tree2.tre,TAXONOMY
ott174369	23	41	60	3	5	tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott174394	9	13	22	3	3	tree_ot_2145@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,TAXONOMY
ott175628	7	31	26	6	2	tree_ot_2158@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott176450	9	13	35	9	5	tree_ot_2079@tree1.tre,tree_ot_2153@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2146@tree1.tre,tree_ot_531@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2015@tree4152.tre,tree_ot_782@Tr48736.tre
ott176460	2	2	0	0	11		tree_ot_2146@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2153@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott178243	7	8	42	7	4	tree_ot_2108@tree1.tre,tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1662@tree2.tre,tree_ot_1662@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott178697	3	4	0	0	6		tree_ot_2085@tree1.tre,tree_ot_773@tree1.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott179649	7	7	16	4	4	tree_ot_2015@tree5.tre,tree_ot_843@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott180481	2	8	0	0	5		tree_ot_2141@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott186445	5	18	11	3	3	tree_ot_2145@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2805@tree6512.tre,tree_pg_1979@tree6300.tre,TAXONOMY
ott18690	2	4	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott190884	11	34	51	6	5	tree_ot_2018@tree8.tre,tree_ot_731@tree2.tre,tree_pg_2866@tree6656.tre,tree_ot_1022@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2860@tree6646.tre,TAXONOMY
ott192503	3	7	2	1	5	tree_ot_1043@tree1.tre	tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott192751	2	3	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott193426	8	15	22	4	1	tree_ot_2141@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott198670	2	4	0	0	6		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_129@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott198682	2	2	0	0	6		tree_ot_2145@tree2.tre,tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott201675	2	2	0	0	5		tree_ot_1043@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott204715	2	3	0	0	10		tree_ot_2183@tree1.tre,tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott204725	4	27	3	1	12	tree_ot_2183@tree1.tre	tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_753@tree1.tre,tree_ot_2170@tree3.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott207169	2	3	0	0	6		tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott207740	7	13	18	5	3	tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_pg_2599@tree6021.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,TAXONOMY
ott20990	2	7	0	0	5		tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott20997	2	10	0	0	5		tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott20999	20	44	52	5	2	tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott21006	37	79	160	7	10	tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_174@tree1.tre,tree_ot_855@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_pg_2015@tree4152.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott210494	6	11	11	4	3	tree_ot_2017@tree1.tre,tree_ot_504@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_794@tree2.tre,tree_ot_159@tree1.tre,TAXONOMY
ott211119	3	14	2	1	7	tree_pg_2869@tree6661.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott212171	85	291	243	9	0	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_121@tree7.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	
ott212174	3	4	2	1	2	tree_ot_121@tree7.tre	tree_ot_809@tree2.tre,TAXONOMY
ott212181	4	7	3	1	4	tree_ot_121@tree7.tre	tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott212185	2	3	0	0	6		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_121@tree7.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott212187	50	216	176	11	0	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2090@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2871@tree6663.tre,tree_pg_2870@tree6662.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	
ott213515	2	4	0	0	5		tree_ot_2019@tree14.tre,tree_ot_113@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott214788	4	6	3	1	3	tree_ot_2141@tree1.tre	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott214791	3	5	8	4	2	tree_ot_2141@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2371@tree4985.tre,TAXONOMY
ott2202	10	12	27	3	3	tree_ot_180@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_ot_874@tree1.tre,TAXONOMY
ott225738	8	20	17	3	3	tree_ot_2145@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,TAXONOMY
ott231513	3	3	2	1	5	tree_ot_2145@tree2.tre	tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott232047	2	3	0	0	6		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_pg_2796@tree6491.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott232056	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott234475	9	16	8	1	5	tree_ot_2154@tree1.tre	tree_ot_2018@tree8.tre,tree_ot_837@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott234477	2	4	0	0	6		tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_ot_837@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott23685	5	7	22	6	2	tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_763@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott24061	46	81	60	4	11	tree_ot_2270@tree6.tre,tree_ot_2169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree12.tre,tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott241841	3	384	14	7	3	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2866@tree6656.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2083@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott241842	2	4	0	0	8		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2866@tree6656.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott242585	5	19	8	2	8	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre	tree_ot_2146@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott242761	2	3	0	0	9		tree_ot_2097@tree7.tre,tree_ot_2097@tree5.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre,tree_ot_415@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott24293	8	15	21	3	2	tree_ot_2015@tree5.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott244224	3	3	6	3	1	tree_pg_2869@tree6661.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott244596	3	4	8	4	2	tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2575@tree5974.tre,TAXONOMY
ott244695	9	17	20	4	6	tree_ot_2154@tree1.tre,tree_ot_1285@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott244696	2	27	0	0	10		tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_ot_1285@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott244699	7	24	14	4	3	tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott244704	3	15	2	1	5	tree_ot_2141@tree1.tre	tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott246460	2	5	0	0	10		tree_ot_2145@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott24671	3	4	10	5	2	tree_ot_2152@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott248504	3	3	2	1	4	tree_pg_2869@tree6661.tre	tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott250506	7	11	23	4	2	tree_ot_142@tree1.tre,tree_pg_2416@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_531@tree1.tre,TAXONOMY
ott250888	2	2	0	0	6		tree_ot_2145@tree2.tre,tree_ot_166@tree1.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott250891	4	5	6	2	4	tree_ot_2145@tree2.tre,tree_ot_166@tree1.tre	tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott258796	2	3	0	0	5		tree_pg_2913@tree6742.tre,tree_pg_2600@tree6022.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott259104	2	2	0	0	8		tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott261310	8	16	21	4	4	tree_ot_2141@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott26172	2	3	0	0	9		tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_831@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott263122	10	12	27	3	4	tree_ot_2186@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_1887@tree6629.tre,TAXONOMY
ott263125	11	30	26	4	2	tree_ot_305@tree1.tre,tree_ot_2186@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_1887@tree6629.tre,TAXONOMY
ott263138	8	14	27	4	1	tree_ot_2186@tree1.tre,tree_pg_2857@tree6628.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott264504	3	3	2	1	4	tree_pg_2707@tree6281.tre	tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott265546	3	6	8	4	5	tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_2084@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,TAXONOMY
ott267639	2	2	0	0	5		tree_ot_2145@tree2.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott273442	5	10	4	1	4	tree_ot_2221@tree1.tre	tree_ot_862@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott274627	3	6	4	2	2	tree_ot_2141@tree1.tre,tree_ot_809@tree2.tre	tree_ot_521@tree1.tre,TAXONOMY
ott275658	18	46	30	6	5	tree_ot_2193@tree1.tre,tree_ot_2192@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_2169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree12.tre,tree_ot_290@tree1.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,TAXONOMY
ott275660	2	4	0	0	9		tree_ot_2015@tree5.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott276872	2	2	0	0	6		tree_ot_2019@tree9.tre,tree_ot_2172@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott276882	3	3	4	2	5	tree_ot_2222@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_521@tree1.tre,TAXONOMY
ott277534	5	5	8	3	2	tree_ot_2015@tree5.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott27876	2	31	0	0	2		tree_pg_2853@tree6624.tre,TAXONOMY
ott280507	2	4	0	0	4		tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott280896	3	6	8	4	1	tree_ot_2141@tree1.tre,tree_ot_144@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott280898	2	2	0	0	5		tree_ot_2141@tree1.tre,tree_ot_144@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott280903	3	10	8	4	1	tree_ot_2141@tree1.tre,tree_ot_144@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott282131	5	5	11	3	1	tree_ot_2141@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott283086	7	18	23	4	3	tree_ot_2145@tree2.tre,tree_ot_166@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2805@tree6512.tre,tree_pg_1979@tree6300.tre,TAXONOMY
ott283087	3	3	2	1	5	tree_ot_166@tree1.tre	tree_pg_2805@tree6512.tre,tree_pg_1979@tree6300.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott28348	3	11	4	2	6	tree_ot_2143@tree1.tre,tree_ot_521@tree1.tre	tree_ot_2019@tree14.tre,tree_pg_2913@tree6742.tre,tree_pg_2692@tree6245.tre,tree_ot_841@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott283677	2	2	0	0	5		tree_ot_770@tree1.tre,tree_pg_2707@tree6281.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott284583	4	5	5	2	5	tree_ot_2079@tree1.tre,tree_ot_1043@tree1.tre	tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott284585	7	10	16	3	4	tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2079@tree1.tre,tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,TAXONOMY
ott285198	33	66	128	6	7	tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_pg_2591@tree6024.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2143@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2015@tree4152.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott288687	2	2	0	0	5		tree_ot_2019@tree15.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott289596	3	11	2	1	6	tree_ot_2154@tree1.tre	tree_ot_2018@tree8.tre,tree_pg_2913@tree6741.tre,tree_ot_837@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott291640	6	18	13	3	4	tree_ot_156@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree13.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,TAXONOMY
ott291643	2	2	0	0	5		tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott291645	11	28	40	4	3	tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_531@tree1.tre,tree_ot_156@tree1.tre,TAXONOMY
ott291853	6	11	14	3	2	tree_ot_155@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_156@tree1.tre,TAXONOMY
ott291855	5	7	4	1	4	tree_pg_2869@tree6661.tre	tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott291858	3	3	6	3	5	tree_ot_2018@tree8.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_147@tree1.tre,tree_ot_838@tree1.tre,TAXONOMY
ott292460	2	3	0	0	9		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2926@tree6757.tre,tree_pg_2876@tree6670.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott292467	19	82	49	9	1	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2926@tree6757.tre,tree_pg_2876@tree6670.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_531@tree1.tre
ott292471	2	3	0	0	3		tree_ot_2083@tree1.tre,tree_pg_2926@tree6757.tre,TAXONOMY
ott292472	2	2	0	0	2		tree_pg_2926@tree6757.tre,TAXONOMY
ott294045	8	13	26	4	2	tree_ot_2074@tree2.tre,tree_ot_2015@tree5.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott294061	2	12	0	0	7		tree_ot_2019@tree12.tre,tree_ot_290@tree1.tre,tree_ot_2169@tree1.tre,tree_ot_782@Tr48736.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott298778	4	8	3	1	9	tree_ot_827@tree1.tre	tree_ot_2019@tree14.tre,tree_ot_2143@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott300042	24	43	39	3	4	tree_ot_2228@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_655@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2444@tree6526.tre,TAXONOMY
ott300971	3	3	2	1	5	tree_ot_166@tree1.tre	tree_ot_2145@tree2.tre,tree_pg_1979@tree6300.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott301843	4	5	3	1	5	tree_ot_165@tree1.tre	tree_ot_2145@tree2.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott302791	3	5	6	3	3	tree_ot_178@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,TAXONOMY
ott302793	8	19	12	3	2	tree_ot_178@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott303085	2	5	0	0	7		tree_ot_2013@tree8.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott307005	3	3	2	1	4	tree_ot_161@tree1.tre	tree_ot_2145@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
